Date,Close,Open,High,Low
2011-08-31,88.81,88.79,89.54,87.67
2011-09-01,88.93,88.73,89.9,88.21
2011-09-02,86.45,88.78,88.99,85.42
2011-09-06,86.02,86.46,86.6,83.2
2011-09-07,89.34,86.5,90.48,86.15
2011-09-08,89.05,90.11,90.23,88.4
2011-09-09,87.24,88.77,89.5,85.64
2011-09-12,88.19,86.7,88.97,85
2011-09-13,90.21,88.95,90.52,87.81
2011-09-14,88.91,89.88,90.25,88.21
2011-09-15,89.4,88.6,90.15,88.01
2011-09-16,87.96,89.11,89.78,87
2011-09-19,85.7,87.75,87.75,84.79
2011-09-20,86.89,85.84,87.46,85.11
2011-09-21,85.92,86.51,87.99,84.65
2011-09-22,80.51,84.81,85,79.66
2011-09-23,79.85,80.4,81.81,77.55
2011-09-26,80.24,79.64,81.56,77.11
2011-09-27,84.45,81.48,84.77,80.92
2011-09-28,81.21,83.76,84.62,80.49
2011-09-29,82.14,80.67,83.98,79.64
2011-09-30,79.2,83.07,83.23,78.53
2011-10-03,77.61,78.92,79.64,76.25
2011-10-04,75.67,76.4,78.4,74.95
2011-10-05,79.68,78.25,79.91,76.94
2011-10-06,82.59,79.71,82.9,79.08
2011-10-07,82.98,82.57,84,81.36
2011-10-10,85.41,82.75,86.09,82.75
2011-10-11,85.81,85.7,86.64,83.97
2011-10-12,85.57,85.2,86.59,84.52
2011-10-13,84.23,84.93,85.39,83.17
2011-10-14,86.8,84.47,87.42,83.77
2011-10-17,86.38,87.48,88.18,85.88
2011-10-18,88.34,86.2,89.03,85.55
2011-10-19,86.11,88.26,89.51,85.87
2011-10-20,85.3,86.1,86.94,84.1
2011-10-21,87.4,86.5,88.89,85.95
2011-10-24,91.27,87.05,91.88,87
2011-10-25,93.17,91.69,94.65,91.1
2011-10-26,90.2,92.59,93.92,90
2011-10-27,93.96,90.98,94.25,90.74
2011-10-28,93.32,93.93,93.93,92.01
2011-10-31,93.19,93.53,93.8,91.36
2011-11-01,92.19,92.58,92.88,89.17
2011-11-02,92.51,91.6,93.79,90.97
2011-11-03,94.07,92.99,94.61,90.87
2011-11-04,94.26,94.24,94.93,92.87
2011-11-07,95.52,94.4,96.11,93.23
2011-11-08,96.8,95.87,97.08,95.23
2011-11-09,95.74,96.81,97.84,94.54
2011-11-10,97.78,95.75,98.35,95.2
2011-11-11,98.99,97.51,99.4,97.35
2011-11-14,98.14,99.3,99.69,97.19
2011-11-15,99.37,98.04,99.84,97.51
2011-11-16,102.59,99.32,102.89,98.39
2011-11-17,98.82,101.76,103.37,98.28
2011-11-18,97.41,98.61,100.15,96.64
2011-11-21,96.92,97.54,97.86,95.24
2011-11-22,98.01,97.2,98.7,96.55
2011-11-23,96.17,97.79,97.87,95.35
2011-11-25,96.77,95.79,97.55,94.99
2011-11-28,98.21,97.5,100.74,97.13
2011-11-29,99.79,97.75,100.15,97.23
2011-11-30,100.36,99.48,101.75,98.92
2011-12-01,100.2,100.51,101.17,98.87
2011-12-02,100.96,100,101.56,99.76
2011-12-05,100.99,101.23,102.44,100.24
2011-12-06,101.28,100.45,101.42,100.2
2011-12-07,100.49,101.11,101.94,99.67
2011-12-08,98.34,100.84,101.73,97.71
2011-12-09,99.41,98.08,99.91,97.36
2011-12-12,97.77,99.58,99.68,97.54
2011-12-13,100.14,97.85,101.25,97.64
2011-12-14,94.95,100.33,100.33,94.21
2011-12-15,93.87,94.89,95.99,93.31
2011-12-16,93.53,93.42,94.79,92.52
2011-12-19,93.88,93.76,94.42,92.54
2011-12-20,97.22,94.14,97.45,94.14
2011-12-21,98.67,97.53,99.25,96.8
2011-12-22,99.53,99.03,100.05,98.51
2011-12-23,99.68,99.48,100.23,99.24
2011-12-27,101.34,99.92,101.77,99.37
2011-12-28,99.36,101.25,101.71,99.11
2011-12-29,99.65,99.59,99.92,98.3
2011-12-30,98.83,99.78,100.16,98.61
2012-01-03,102.96,99.7,103.18,99.65
2012-01-04,103.22,102.99,103.74,101.88
2012-01-05,101.81,103.29,103.73,101.3
2012-01-06,101.56,101.35,102.8,100.88
2012-01-09,101.31,101.92,102.15,100.1
2012-01-10,102.24,101.3,103.41,101.3
2012-01-11,100.87,102.2,102.46,100.55
2012-01-12,99.1,101,102.98,98.5
2012-01-13,98.7,99.2,100.19,97.7
2012-01-17,100.71,98.95,101.01,98.6
2012-01-18,100.59,100.91,102.06,99.84
2012-01-19,100.39,101.14,102.06,99.98
2012-01-20,98.46,100.39,100.74,97.91
2012-01-23,99.58,98.34,100.24,97.4
2012-01-24,98.95,99.88,100.18,98.25
2012-01-25,99.4,99.2,100.4,97.53
2012-01-26,99.7,99.96,101.39,99.23
2012-01-27,99.56,99.93,100.63,99.13
2012-01-30,98.78,100,100.05,98.43
2012-01-31,98.48,98.88,101.29,97.86
2012-02-01,97.61,98.38,99.49,97.11
2012-02-02,96.36,97.11,97.99,95.44
2012-02-03,97.84,96.61,98.03,96.01
2012-02-06,96.91,97.74,97.75,96.38
2012-02-07,98.41,97.13,99.13,95.84
2012-02-08,98.71,98.77,100.09,98.1
2012-02-09,99.84,99.1,100.18,98.66
2012-02-10,98.67,99.89,99.89,97.32
2012-02-13,100.91,99.33,100.87,99.09
2012-02-14,100.74,100.73,101.84,100.28
2012-02-15,101.8,100.9,102.54,100.61
2012-02-16,102.31,101.9,102.69,100.84
2012-02-17,103.24,102.35,104.14,102.25
2012-02-21,105.84,104.65,106.07,104.26
2012-02-22,106.28,106.01,106.72,105.61
2012-02-23,107.83,105.95,108.74,105.45
2012-02-24,109.77,108.66,109.95,107.95
2012-02-27,108.56,109.67,109.77,107.27
2012-02-28,106.55,107.95,108.79,106.3
2012-02-29,107.07,106.46,107.43,104.84
2012-03-01,108.84,106.82,110.55,106.55
2012-03-02,106.7,108.75,109.03,105.8
2012-03-05,106.72,106.75,107.42,105.5
2012-03-06,104.7,107.11,107.34,104.51
2012-03-07,106.16,104.93,106.55,104.35
2012-03-08,106.58,106.24,107.2,105.84
2012-03-09,107.4,106.91,108.2,106.13
2012-03-12,106.34,107.5,107.56,105.38
2012-03-13,106.71,106.55,107.35,105.67
2012-03-14,105.43,106.69,107.02,105.12
2012-03-15,105.11,105.5,106.18,103.78
2012-03-16,107.06,105.44,107.34,105.13
2012-03-19,108.09,107.18,108.24,106.55
2012-03-20,105.61,107.82,107.91,105.35
2012-03-21,107.27,106.33,107.64,106.06
2012-03-22,105.35,106.81,107.12,104.5
2012-03-23,106.87,105.52,108.25,105.16
2012-03-26,107.03,106.79,107.32,106.19
2012-03-27,107.33,107.09,107.73,106.52
2012-03-28,105.41,106.81,106.94,104.67
2012-03-29,102.78,105.58,105.7,102.13
2012-03-30,103.02,103.29,104.15,102.78
2012-04-02,105.23,103.27,105.49,102.06
2012-04-03,104.01,105.04,105.18,103.59
2012-04-04,101.47,104.09,104.12,101.08
2012-04-05,103.31,101.96,103.4,101.37
2012-04-09,102.46,102.53,102.6,100.81
2012-04-10,101.02,102.33,102.96,100.68
2012-04-11,102.7,100.94,103.13,100.84
2012-04-12,103.64,102.55,104.24,102.39
2012-04-13,102.83,103.66,103.9,102.61
2012-04-16,102.93,102.8,103.37,101.8
2012-04-17,104.2,103.15,105.07,102.66
2012-04-18,102.67,104.22,104.51,102.19
2012-04-19,102.27,102.73,103.21,101.67
2012-04-20,103.05,102.57,104.27,102.45
2012-04-23,103.11,103.82,103.9,101.82
2012-04-24,103.55,103.11,104.1,102.79
2012-04-25,104.12,103.76,104.57,103.11
2012-04-26,104.55,103.96,104.92,103.84
2012-04-27,104.93,104.1,105,103.74
2012-04-30,104.87,104.93,105.16,103.88
2012-05-01,106.16,104.89,106.43,104.39
2012-05-02,105.22,105.98,106.05,104.91
2012-05-03,102.54,105.39,105.42,102.36
2012-05-04,98.49,102.59,102.72,97.51
2012-05-07,97.94,98.05,98.24,95.34
2012-05-08,97.01,97.96,98.12,95.52
2012-05-09,96.81,97.38,97.39,95.17
2012-05-10,97.08,96.45,97.69,96.08
2012-05-11,96.13,96.53,97.2,95.56
2012-05-14,94.78,95.79,95.83,93.65
2012-05-15,93.98,93.91,95.48,93.02
2012-05-16,92.81,93.16,94.16,91.81
2012-05-17,92.56,92.77,93.88,92.09
2012-05-18,91.48,92.86,92.88,90.93
2012-05-21,92.57,91.27,93.06,90.84
2012-05-22,91.66,92.64,93.01,91.39
2012-05-23,89.9,91.54,91.72,89.28
2012-05-24,90.66,90.53,91.52,89.81
2012-05-25,90.86,90.79,91.32,90.2
2012-05-29,90.76,91,92.21,90.25
2012-05-30,87.82,90.86,90.92,87.27
2012-05-31,86.53,87.55,88.28,85.86
2012-06-01,83.23,86.44,86.59,82.29
2012-06-04,83.98,82.96,84.38,81.21
2012-06-05,84.29,84.14,84.92,83.31
2012-06-06,85.02,84.12,86.27,84.03
2012-06-07,84.82,85.5,87.03,83.43
2012-06-08,84.1,83.63,84.67,82
2012-06-11,82.7,85.72,86.64,81.11
2012-06-12,83.32,81.18,83.72,81.07
2012-06-13,82.62,83.51,84.01,82.15
2012-06-14,83.91,82.44,84.42,82.27
2012-06-15,84.03,84.33,84.8,83.42
2012-06-18,83.27,85.09,85.6,82.04
2012-06-19,84.03,83.06,84.41,82.28
2012-06-20,81.8,84.04,84.34,80.91
2012-06-21,78.2,81.08,81.2,77.93
2012-06-22,79.76,78.11,80.37,77.56
2012-06-25,79.21,80.2,80.68,78.03
2012-06-26,79.36,79.23,79.68,78.36
2012-06-27,80.21,79.47,80.92,78.68
2012-06-28,77.69,80.48,80.84,77.28
2012-06-29,84.96,78.46,85.34,78.28
2012-07-02,83.75,84.65,85.05,82.1
2012-07-03,87.66,83.67,88.04,83.33
2012-07-05,87.22,87.75,88.98,86.5
2012-07-06,84.45,86.73,87.13,84.02
2012-07-09,85.99,84.2,86.48,84
2012-07-10,83.91,85.84,85.95,83.65
2012-07-11,85.81,84.01,86.49,84.01
2012-07-12,86.08,86.2,86.37,84.21
2012-07-13,87.1,85.86,87.61,85.58
2012-07-16,88.43,87.13,88.48,86.41
2012-07-17,89.22,88.26,89.46,87.41
2012-07-18,89.87,89.13,90.04,88.59
2012-07-19,92.66,90.08,92.94,89.86
2012-07-20,91.44,92.22,92.3,90.66
2012-07-23,88.14,91.61,91.64,87.91
2012-07-24,88.5,88.05,89.09,87.43
2012-07-25,88.97,88.2,89.36,86.84
2012-07-26,89.39,89.1,90.47,88.07
2012-07-27,90.13,89.43,90.45,89.13
2012-07-30,89.78,90.14,90.95,89.33
2012-07-31,88.06,89.67,90.3,87.31
2012-08-01,88.91,88.03,89.47,87.51
2012-08-02,87.13,88.87,89.63,86.92
2012-08-03,91.4,87.26,91.74,87.23
2012-08-06,92.2,91.34,92.33,90.63
2012-08-07,93.67,92.05,94.42,91.78
2012-08-08,93.35,93.41,94.72,92.82
2012-08-09,93.36,93.43,94.21,93.07
2012-08-10,92.87,93.46,93.87,91.71
2012-08-13,92.73,93.25,94.14,92.05
2012-08-14,93.43,92.71,93.92,92.56
2012-08-15,94.33,93.25,94.9,92.68
2012-08-16,95.6,94.21,95.75,93.93
2012-08-17,96.01,95.23,96.28,94.98
2012-08-20,95.97,96.36,96.53,95.02
2012-08-21,96.68,95.97,97.6,95.81
2012-08-22,97.26,96.94,97.54,96.26
2012-08-23,96.27,97.3,98.29,95.75
2012-08-24,96.15,96.06,97.17,95.41
2012-08-27,95.47,96.67,97.72,94.41
2012-08-28,96.33,95.66,96.54,95.14
2012-08-29,95.49,96.08,96.37,94.76
2012-08-30,94.62,95.3,95.6,93.95
2012-08-31,96.47,94.75,96.92,94.51
2012-09-04,95.3,96.38,97.37,94.97
2012-09-05,95.36,95.61,96.03,94.26
2012-09-06,95.53,96,97.71,94.59
2012-09-07,96.42,94.7,96.74,94.08
2012-09-10,96.54,96.24,96.63,95.34
2012-09-11,97.17,96.29,97.31,96.08
2012-09-12,97.01,96.85,98.06,96.31
2012-09-13,98.31,96.93,98.58,96.51
2012-09-14,99,98.04,100.42,97.99
2012-09-17,96.62,99.15,99.52,94.65
2012-09-18,95.29,96.71,97.23,95.11
2012-09-19,91.98,95.49,96.17,91.25
2012-09-20,91.87,91.77,92.37,90.66
2012-09-21,92.89,92.93,93.84,92.59
2012-09-24,91.93,93.18,93.18,91.06
2012-09-25,91.37,92.11,93.2,90.57
2012-09-26,89.98,90.82,91.34,88.95
2012-09-27,91.85,90.08,92.39,89.88
2012-09-28,92.19,92.35,92.71,91.4
2012-10-01,92.48,92.15,93.33,91.26
2012-10-02,91.89,92.41,92.94,91.62
2012-10-03,88.14,91.64,91.82,87.7
2012-10-04,91.71,88.01,91.84,87.91
2012-10-05,89.88,91.51,91.71,89.01
2012-10-08,89.33,89.85,89.89,88.21
2012-10-09,92.39,89.62,92.91,89.29
2012-10-10,91.25,92.26,93.66,91.02
2012-10-11,92.07,91.27,92.94,91.09
2012-10-12,91.86,92.41,92.64,91.16
2012-10-15,91.85,91.63,92.2,89.79
2012-10-16,92.09,91.76,92.32,91.3
2012-10-17,92.12,92.08,92.85,91.55
2012-10-18,92.1,92.06,92.59,90.66
2012-10-19,90.05,92.04,93.05,89.83
2012-10-22,88.73,89.52,90.8,88.21
2012-10-23,86.67,89.14,89.29,85.69
2012-10-24,85.73,86.6,87.47,84.94
2012-10-25,86.05,85.65,86.75,85.23
2012-10-26,86.28,86,86.37,85
2012-10-29,85.54,86.43,86.43,84.66
2012-10-30,85.68,85.31,86.24,85.1
2012-10-31,86.24,85.73,87.19,85.61
2012-11-01,87.09,86.1,87.42,85.92
2012-11-02,84.86,86.91,87.24,84.66
2012-11-05,85.65,84.65,85.9,84.34
2012-11-06,88.71,85.67,89.22,85.42
2012-11-07,84.44,88.42,88.8,84.05
2012-11-08,85.09,84.52,85.7,84.22
2012-11-09,86.07,85,86.77,84.13
2012-11-12,85.57,86.19,86.54,85.27
2012-11-13,85.38,85.59,85.95,84.57
2012-11-14,86.32,85.37,86.65,84.93
2012-11-15,85.45,86.36,86.83,84.68
2012-11-16,86.67,85.28,87.01,85.02
2012-11-19,89.28,87.3,89.8,87.11
2012-11-20,86.75,89.15,89.19,86.17
2012-11-21,87.38,87.28,87.89,86.37
2012-11-23,88.28,87.68,88.53,86.71
2012-11-26,87.74,88.21,88.29,87.27
2012-11-27,87.18,87.82,88.25,86.83
2012-11-28,86.49,87.33,87.34,85.36
2012-11-29,88.07,86.57,88.69,86.55
2012-11-30,88.91,87.66,88.99,87.47
2012-12-03,89.09,88.85,90.33,88.66
2012-12-04,88.5,88.93,89.18,87.57
2012-12-05,87.88,88.5,89.05,87.46
2012-12-06,86.26,87.87,88.23,85.68
2012-12-07,85.93,86.39,86.92,85.77
2012-12-10,85.56,85.98,86.78,85.33
2012-12-11,85.79,85.7,86.37,85.21
2012-12-12,86.77,85.69,87.68,85.68
2012-12-13,85.89,86.77,86.97,85.81
2012-12-14,86.73,86.13,86.92,86.05
2012-12-17,87.2,86.88,87.71,86.48
2012-12-18,87.93,87.45,88.16,87.21
2012-12-19,89.51,87.94,89.9,87.81
2012-12-20,90.13,89.69,90.54,89.26
2012-12-21,88.66,90.02,90.07,87.96
2012-12-24,88.61,88.6,88.86,88.2
2012-12-26,90.98,88.62,91.3,88.59
2012-12-27,90.87,91,91.44,90.05
2012-12-28,90.8,91.15,91.49,90.32
2012-12-31,91.82,90.41,91.99,90
2013-01-02,93.12,91.78,93.87,91.56
2013-01-03,92.92,92.91,93.3,92.49
2013-01-04,93.09,92.86,93.21,91.52
2013-01-07,93.19,93.21,93.35,92.42
2013-01-08,93.15,93.32,93.8,92.67
2013-01-09,93.1,93.15,93.65,92.68
2013-01-10,93.82,93.19,94.7,93.08
2013-01-11,93.56,93.87,94.13,92.65
2013-01-14,94.14,93.74,94.29,92.95
2013-01-15,93.28,94.2,94.44,93.22
2013-01-16,94.24,93.4,94.36,93.1
2013-01-17,95.49,94.19,96.04,93.8
2013-01-18,95.56,95.19,95.67,94.91
2013-01-22,96.24,95.25,96.38,94.98
2013-01-23,95.23,96.76,96.92,94.95
2013-01-24,95.95,95.5,96.68,95.12
2013-01-25,95.88,95.95,96.56,95.43
2013-01-28,96.44,96.04,96.81,95.47
2013-01-29,97.57,96.46,97.82,96.29
2013-01-30,97.94,97.32,98.24,97.32
2013-01-31,97.49,97.96,98.04,96.84
2013-02-01,97.77,97.42,98.15,96.51
2013-02-04,96.17,97.72,97.76,95.89
2013-02-05,96.64,96.13,97.07,95.91
2013-02-06,96.62,96.64,96.99,95.04
2013-02-07,95.83,96.86,97.21,95.54
2013-02-08,95.72,95.92,96.57,95.27
2013-02-11,97.03,95.79,97.09,94.97
2013-02-12,97.51,96.96,97.79,96.68
2013-02-13,97.01,97.59,98.11,96.63
2013-02-14,97.31,97.17,97.71,96.77
2013-02-15,95.86,97.34,97.47,95.21
2013-02-19,96.66,95.97,96.73,95.25
2013-02-20,94.46,96.66,97.07,93.92
2013-02-21,92.84,94.72,94.92,92.63
2013-02-22,93.13,92.96,93.48,92.44
2013-02-25,93.11,93.23,94.46,92.07
2013-02-26,92.63,91.92,93.44,91.92
2013-02-27,92.76,92.72,93.37,92.18
2013-02-28,92.05,92.89,93.18,91.57
2013-03-01,90.68,91.76,91.97,90.04
2013-03-04,90.12,90.71,90.91,89.33
2013-03-05,90.82,90.23,90.99,90.02
2013-03-06,90.43,90.83,91.17,89.55
2013-03-07,91.56,90.42,91.73,90.22
2013-03-08,91.95,91.42,92.03,90.83
2013-03-11,92.06,91.83,92.15,90.89
2013-03-12,92.54,91.94,93.47,91.6
2013-03-13,92.52,92.62,93.4,91.91
2013-03-14,93.03,92.51,93.25,92.01
2013-03-15,93.45,93.15,93.84,93
2013-03-18,93.74,93.26,93.94,91.76
2013-03-19,92.16,93.8,94.09,92.03
2013-03-20,92.96,92.09,93.28,92.09
2013-03-21,92.45,93.4,93.53,91.84
2013-03-22,93.71,92.33,93.94,92.33
2013-03-25,94.81,93.72,95.65,93.7
2013-03-26,96.34,94.75,96.45,94.67
2013-03-27,96.58,96.18,96.84,95.58
2013-03-28,97.23,96.68,97.35,96.26
2013-04-01,97.07,97.36,97.8,95.92
2013-04-02,97.19,97,97.44,95.91
2013-04-03,94.45,96.93,96.96,94.18
2013-04-04,93.26,94.5,94.84,92.12
2013-04-05,92.7,93.36,93.57,91.91
2013-04-08,93.36,93.02,93.75,92.46
2013-04-09,94.2,93.49,94.48,92.86
2013-04-10,94.64,93.96,94.82,93.4
2013-04-11,93.51,94.56,94.64,93.06
2013-04-12,91.29,93.49,93.52,90.27
2013-04-15,88.71,90.95,90.98,87.2
2013-04-16,88.72,87.42,88.96,86.06
2013-04-17,86.68,88.8,89.09,86.06
2013-04-18,87.73,86.39,88.51,85.61
2013-04-19,88.01,88.37,88.79,87.56
2013-04-22,88.76,87.96,89.13,87.55
2013-04-23,89.18,89.28,89.6,87.8
2013-04-24,91.43,89.6,91.72,89.21
2013-04-25,93.64,91.58,93.87,91.11
2013-04-26,93,93.24,93.58,92.06
2013-04-29,94.5,92.7,94.69,92.43
2013-04-30,93.46,94.42,94.62,92.86
2013-05-01,91.03,93.08,93.26,90.11
2013-05-02,93.99,91,94.25,90.65
2013-05-03,95.61,93.99,96.04,93.56
2013-05-06,96.16,95.58,97.17,94.85
2013-05-07,95.62,95.79,96.26,94.92
2013-05-08,96.62,95.56,96.77,95.24
2013-05-09,96.39,96.6,96.77,95.35
2013-05-10,96.04,96.16,96.24,93.37
2013-05-13,95.17,95.76,95.81,94.47
2013-05-14,94.21,94.93,95.66,93.85
2013-05-15,94.3,94.13,94.44,92.13
2013-05-16,95.16,94.34,95.57,93.23
2013-05-17,96.02,95.15,96.45,94.79
2013-05-20,96.71,95.93,97.11,95.23
2013-05-21,96.16,96.7,96.97,95.5
2013-05-22,94.28,95.9,96.19,94.01
2013-05-23,94.25,94.18,94.46,92.21
2013-05-24,94.15,94.37,94.39,93.04
2013-05-27,93.83,93.54,94.03,93.25
2013-05-28,95.01,93.89,95.92,93.23
2013-05-29,93.13,95.05,95.22,92.83
2013-05-30,93.61,92.89,93.99,91.65
2013-05-31,91.97,93.64,93.85,91.56
2013-06-03,93.45,91.73,93.7,91.26
2013-06-04,93.31,93.35,94.41,92.38
2013-06-05,93.74,93.86,94.48,93.41
2013-06-06,94.76,93.7,95.32,93.69
2013-06-07,96.03,94.72,96.39,93.72
2013-06-10,95.77,96.09,96.25,95.19
2013-06-11,95.38,95.76,95.91,94.04
2013-06-12,95.88,94.89,96.45,94.46
2013-06-13,96.69,95.77,96.92,95.02
2013-06-14,97.85,96.64,98.25,96.42
2013-06-17,97.77,97.85,98.74,97.38
2013-06-18,98.44,97.93,98.67,97.41
2013-06-19,98.24,98.59,99.01,97.57
2013-06-20,95.4,98.02,98.03,94.89
2013-06-21,93.69,94.96,95.84,93.12
2013-06-24,95.18,93.85,95.59,92.67
2013-06-25,95.32,95.02,96.17,94.59
2013-06-26,95.5,95.17,95.7,93.68
2013-06-27,97.05,95.52,97.41,95.35
2013-06-28,96.56,96.81,97.82,96.33
2013-07-01,97.99,96.58,98.28,96.07
2013-07-02,99.6,98.06,99.87,97.78
2013-07-03,101.24,99.61,102.18,99.59
2013-07-04,101.4,101.27,101.57,100.71
2013-07-05,103.22,101.09,103.68,100.71
2013-07-08,103.14,103.95,104.12,102.13
2013-07-09,103.53,103,104.76,102.31
2013-07-10,106.52,104.57,106.66,104.21
2013-07-11,104.91,106.15,107.45,104.31
2013-07-12,105.95,104.58,106.33,104.36
2013-07-15,106.32,106.05,106.63,104.65
2013-07-16,106,106.44,107.18,105.66
2013-07-17,106.48,105.78,106.6,105.11
2013-07-18,108.04,106.56,108.43,106.15
2013-07-19,108.05,108.12,109.32,107.48
2013-07-22,106.91,108.34,108.79,106.43
2013-07-23,107.23,107,107.55,105.46
2013-07-24,105.39,107.36,107.52,104.79
2013-07-25,105.49,105.37,105.87,104.08
2013-07-26,104.7,105.56,105.63,103.9
2013-07-29,104.55,104.61,105.37,103.87
2013-07-30,103.08,104.52,104.54,102.67
2013-07-31,105.03,103.15,105.43,102.93
2013-08-01,107.89,105.26,108.06,105.1
2013-08-02,106.94,107.8,108.82,106.45
2013-08-05,106.56,106.84,107.69,105.7
2013-08-06,105.3,106.48,107.27,104.86
2013-08-07,104.37,105.68,105.77,104.1
2013-08-08,103.4,104.18,104.96,102.22
2013-08-09,105.97,103.87,106.24,103.62
2013-08-12,106.11,105.84,106.46,105.03
2013-08-13,106.83,106.15,107.2,105.56
2013-08-14,106.85,106.54,107.06,105.6
2013-08-15,107.33,106.98,107.87,106.6
2013-08-16,107.46,107.18,108.17,106.56
2013-08-19,107.1,107.78,107.8,106.56
